SKU,Nombre Producto,Categoria,Subcategoria,Cantidad Bodega,Unidad,Costo Unitario CLP,Costo Total Bodega CLP,Precio Lista CLP,Estado,Codigo Proveedor,Observaciones
LT-DLP-029,LG ANGULO PLANO 105X50MM 10785,Canaletas y Accesorios (DLP/Zoloda),Accesorios y Varios,0,UN,19526.0,=E146*G146,27120.0,Sin Stock,P01722,
LT-DLP-030,LG DERIVACION T 105X50MM 10736,Canaletas y Accesorios (DLP/Zoloda),Accesorios y Varios,0,UN,24363.0,=E147*G147,33837.0,Sin Stock,P03650,
LT-DLP-031,LG JUNTA BANDEJA UNIVERSAL 80X50 - 105X50 - 150X50MM 10691,Canaletas y Accesorios (DLP/Zoloda),Bandejas y Escalerillas,0,UN,1439.0,=E148*G148,1998.0,Sin Stock,P02531,
LT-DLP-032,LG JUNTA TAPA COMPLETA 105X50MM 10802,Canaletas y Accesorios (DLP/Zoloda),Accesorios y Varios,0,UN,2717.0,=E149*G149,3774.0,Sin Stock,P01724,
LT-DLP-033,LG SOPORTE MOSAIC 2 MODULOS 85MM - 105X50 10992,Canaletas y Accesorios (DLP/Zoloda),Módulos y Conectores,0,UN,3085.0,=E150*G150,4285.0,Sin Stock,P03659,
LT-DLP-034,LG SOPORTE MOSAIC 3 MODULOS 85MM - 105X50 10993,Canaletas y Accesorios (DLP/Zoloda),Módulos y Conectores,0,UN,4781.0,=E151*G151,6640.0,Sin Stock,P03660,
LT-DLP-035,LG SOPORTE UNIVERSAL 3 MODULOS 85MM - 105X50 10916,Canaletas y Accesorios (DLP/Zoloda),Módulos y Conectores,0,UN,7415.0,=E152*G152,10298.0,Sin Stock,P01718,
LT-DLP-036,LG TABIQUE SEPARADOR 80X50 - 105X50 - 150X50MM 10582 MTS,Canaletas y Accesorios (DLP/Zoloda),Accesorios y Varios,0,MTS,16677.0,=E153*G153,11581.0,Sin Stock,P00834,
LT-DLP-037,LG TAPA EXTREMO 105X50MM 10702,Canaletas y Accesorios (DLP/Zoloda),Accesorios y Varios,0,UN,3683.0,=E154*G154,5115.0,Sin Stock,P01717,
LT-DLP-038,ZL BANDEJA PISO 48X13MM TPP-4813-GR MTS,Canaletas y Accesorios (DLP/Zoloda),Bandejas y Escalerillas,5,MTS,4467.0,=E155*G155,3.29,Disponible,P01960,
LT-DLP-039,BT TAPA CIEGA BLANCO (SIN TORNILLOS) 503ECH,Canaletas y Accesorios (DLP/Zoloda),"Pernos, Tornillos y Tarugos",6,UN,274.0,=E156*G156,381.0,Disponible,P04118,
LT-DLP-040,CAJA CHUQUI PLASTICA,Canaletas y Accesorios (DLP/Zoloda),Cajas de Paso y Conexión,24,UN,624.0,=E157*G157,867.0,Disponible,P00048,
LT-RAC-001,TX GABINETE 2100X800 42U ARMABLE P/MICRO + KIT INST,"Racks, Gabinetes y Accesorios",Gabinete y Racks,],UN,447795.0,=E158*G158,660.02,Sin Stock,P03353,
LT-RAC-002,TX GABINETE 2100X800 42U ARMABLE P/VIDRIO + KIT INST,"Racks, Gabinetes y Accesorios",Gabinete y Racks,0,UN,404110.0,=E159*G159,595.63,Sin Stock,P03352,
LT-RAC-003,TX GABINETE 2100X1000 42U ARMABLE P/MICRO + KIT INST,"Racks, Gabinetes y Accesorios",Gabinete y Racks,0,UN,535176.0,=E160*G160,788.8,Sin Stock,P03354,
LT-RAC-004,TX GABINETE 2100X600 42U ARMABLE P/VIDRIO + KIT INST,"Racks, Gabinetes y Accesorios",Gabinete y Racks,0,UN,360424.0,=E161*G161,531.24,Sin Stock,P03351,
LT-RAC-005,TX GABINETE 2200X1200 45U ARMABLE P/MICRO + KIT INST,"Racks, Gabinetes y Accesorios",Gabinete y Racks,0,UN,688084.0,=E162*G162,0.0,Sin Stock,P06335,
LT-RAC-006,TX GABINETE 2200X800X1200 45U ARM P/MICRO 4 ORD VERT,"Racks, Gabinetes y Accesorios",Gabinete y Racks,0,UN,720848.0,=E163*G163,0.0,Sin Stock,P08518,
LT-RAC-007,TX GABINETE 1500X800 32U ARMABLE P/VIDRIO + KIT INST,"Racks, Gabinetes y Accesorios",Gabinete y Racks,0,UN,273044.0,=E164*G164,402.45,Sin Stock,P03255,
LT-RAC-008,RACK 18 U 600 FONDO,"Racks, Gabinetes y Accesorios",Gabinete y Racks,0,UN,0.0,=E165*G165,0.0,Sin Stock,,
LT-RAC-009,RACK 15 U 600 FONDO,"Racks, Gabinetes y Accesorios",Gabinete y Racks,0,UN,0.0,=E166*G166,0.0,Sin Stock,,
LT-RAC-010,RACK 12 U 600 FONDO,"Racks, Gabinetes y Accesorios",Gabinete y Racks,2,UN,0.0,=E167*G167,0.0,Disponible,,
LT-RAC-011,RACK 09 U 600 FONDO,"Racks, Gabinetes y Accesorios",Gabinete y Racks,1,UN,0.0,=E168*G168,0.0,Disponible,,
LT-RAC-012,TX GABINETE MURAL ARMABLE 6UX450,"Racks, Gabinetes y Accesorios",Gabinete y Racks,1,UN,60072.0,=E169*G169,88.54,Disponible,P07440,
LT-RAC-013,TX GABINETE EXTERIOR IP65 42UX600X800MM,"Racks, Gabinetes y Accesorios",Gabinete y Racks,0,UN,928364.0,=E170*G170,0.0,Sin Stock,P06635,
LT-RAC-014,TX GABINETE MURAL EXTERIOR IP65 12UX600X600MM,"Racks, Gabinetes y Accesorios",Gabinete y Racks,0,UN,294896.0,=E171*G171,434.65,Sin Stock,P06634,
LT-RAC-015,TX ORDENADOR VERTICAL 42U,"Racks, Gabinetes y Accesorios",Accesorios y Varios,0,UN,49151.0,=E172*G172,72.44,Sin Stock,P03851,
LT-RAC-016,TX BANDEJA VENTILADA GABINETE MURAL 300MM,"Racks, Gabinetes y Accesorios",Bandejas y Escalerillas,17,UN,8189.0,=E173*G173,12.07,Disponible,P03902,
LT-RAC-017,TX BANDEJA 4 VERTICE,"Racks, Gabinetes y Accesorios",Bandejas y Escalerillas,6,UN,0.0,=E174*G174,0.0,Disponible,,
LT-RAC-018,PERNOS DE ANCLAJE 5/16 18*3 3 3/16,"Racks, Gabinetes y Accesorios","Pernos, Tornillos y Tarugos",26,UN,0.0,=E175*G175,0.0,Disponible,,
LT-RAC-019,RUEDAS,"Racks, Gabinetes y Accesorios",Accesorios y Varios,0,UN,0.0,=E176*G176,0.0,Sin Stock,,
LT-RAC-020,TX KIT TURBINA + CABLE ENCHUFE ITALIANO GABINETE MURAL,"Racks, Gabinetes y Accesorios",Cables de Red y Conductores,2,UN,7642.0,=E177*G177,11.27,Disponible,P07233,
LT-RED-001,CABLE PIN 4X24 AMG BLANCO X 100,Cableado Estructurado y Redes,Cables de Red y Conductores,166,MTS,6389.0,=E178*G178,9.41,Disponible,P02180,
LT-RED-002,ROSETAS TELEFONICAS,Cableado Estructurado y Redes,Accesorios y Varios,0,UN,0.0,=E179*G179,0.0,Sin Stock,,
LT-RED-003,Caja de Distribucion de 30 pares,Cableado Estructurado y Redes,Cajas de Paso y Conexión,2,UN,0.0,=E180*G180,0.0,Disponible,,
LT-RED-004,MODULO RJ12 CAT 3 BLANCO LV,Cableado Estructurado y Redes,Módulos y Conectores,6,UN,1941.0,=E181*G181,2.86,Disponible,P01185,
LT-RED-005,PUNTO CONSOLIDACION MAS TERMINALES,Cableado Estructurado y Redes,Terminales y Boquillas,1,UN,0.0,=E182*G182,0.0,Disponible,,
LT-RED-006,MODULO CAT 5E NEGRO  LV,Cableado Estructurado y Redes,Módulos y Conectores,],UN,0.0,=E183*G183,0.0,Disponible,,
LT-RED-007,MODULO CAT 6 BLANCO TX,Cableado Estructurado y Redes,Módulos y Conectores,14,UN,1602.0,=E184*G184,2.36,Disponible,P01022,
LT-RED-008,MODULO CAT 6 BLANCO LV,Cableado Estructurado y Redes,Módulos y Conectores,122,UN,4391.0,=E185*G185,6.47,Disponible,P01216,
LT-RED-009,MODULOS CAT 6 NEGRO TX,Cableado Estructurado y Redes,Módulos y Conectores,15,UN,38550.0,=E186*G186,56.82,Disponible,P01130,
LT-RED-010,MODULOS CAT 6 NEGRO LV,Cableado Estructurado y Redes,Módulos y Conectores,21,UN,4391.0,=E187*G187,6.47,Disponible,P01925,
LT-RED-011,MODULOS CAT 6A F/UTP TX,Cableado Estructurado y Redes,Módulos y Conectores,1,UN,0.0,=E188*G188,0.0,Disponible,,
LT-RED-012,"PATCH CORDS 0,5 MT TX",Cableado Estructurado y Redes,Patch Cords y Jumpers,26,UN,0.0,=E189*G189,0.0,Disponible,,
LT-RED-013,LV CORD CAT 6 UTP 0.6 MTS BLANCO LSZH HIGH FLEX 6H460-02W,Cableado Estructurado y Redes,Patch Cords y Jumpers,0,UN,3901.0,=E190*G190,5.75,Sin Stock,P04703,
LT-RED-014,PATCH CORDS 1 MT TX,Cableado Estructurado y Redes,Patch Cords y Jumpers,1,UN,0.0,=E191*G191,0.0,Disponible,,
LT-RED-015,PATCH CORDS 0.3 MT LV,Cableado Estructurado y Redes,Patch Cords y Jumpers,4,UN,0.0,=E192*G192,0.0,Disponible,,
LT-RED-016,PATCH CORDS 0.6 MT LV,Cableado Estructurado y Redes,Patch Cords y Jumpers,3,UN,0.0,=E193*G193,0.0,Disponible,,
LT-RED-017,"PATCH CORDS 0,9 MT LV",Cableado Estructurado y Redes,Patch Cords y Jumpers,0,UN,0.0,=E194*G194,0.0,Sin Stock,,
LT-RED-018,USER CORDS 2 MTS TX,Cableado Estructurado y Redes,Patch Cords y Jumpers,27,UN,8660.0,=E195*G195,12.76,Disponible,P05168,
LT-RED-019,"USER CORDS 2,1 MTS LV",Cableado Estructurado y Redes,Patch Cords y Jumpers,9,UN,0.0,=E196*G196,0.0,Disponible,,
LT-RED-020,"USER CORDS 6,1 MTS LV",Cableado Estructurado y Redes,Patch Cords y Jumpers,0,UN,0.0,=E197*G197,0.0,Sin Stock,,
LT-RED-021,LV CORD CAT 6A U/FTP 2.1 MTS BLANCO LSZH HIGH FLEX H6A10-07W,Cableado Estructurado y Redes,Patch Cords y Jumpers,0,UN,9442.0,=E198*G198,13.92,Sin Stock,P07754,
LT-RED-022,PACTH PANEL CAT 6 HD  LEV,Cableado Estructurado y Redes,Accesorios y Varios,1,UN,38550.0,=E199*G199,56.82,Disponible,P01130,
LT-RED-023,PACTH PANEL CAT 5E HD  TX,Cableado Estructurado y Redes,Accesorios y Varios,2,UN,0.0,=E200*G200,0.0,Disponible,,
LT-RED-024,PACTH PANEL CAT 5E HD  DINTEK,Cableado Estructurado y Redes,Accesorios y Varios,1,UN,0.0,=E201*G201,0.0,Disponible,,
LT-RED-025,PATCH PANEL PLACA VACIA 1U TX,Cableado Estructurado y Redes,Patch Cords y Jumpers,0,UN,17631.0,=E202*G202,25.99,Sin Stock,P04498,
LT-RED-026,PATCH PANEL PLACA VACIA 1U LV,Cableado Estructurado y Redes,Patch Cords y Jumpers,3,UN,17631.0,=E203*G203,25.99,Disponible,P04498,
LT-RED-027,FALSOS POLO NEGRO X 10 UN,Cableado Estructurado y Redes,Accesorios y Varios,70,UN,1838.0,=E204*G204,2.71,Disponible,P04564,
LT-RED-028,TX ORDENADOR 19X1U HORIZONTAL TAPA,Cableado Estructurado y Redes,Accesorios y Varios,0,UN,4636.0,=E205*G205,6.84,Sin Stock,P01301,
LT-RED-029,TX ORDENADOR 19X2U HORIZONTAL TAPA,Cableado Estructurado y Redes,Accesorios y Varios,0,UN,7642.0,=E206*G206,11.27,Sin Stock,P01335,
LT-RED-030,FACE PLATE  TX 3P,Cableado Estructurado y Redes,Placas y Faceplates,34,UN,2686.0,=E207*G207,3.96,Disponible,P05169,
LT-RED-031,FACE PLATE  LV Simple,Cableado Estructurado y Redes,Placas y Faceplates,6,UN,1602.0,=E208*G208,2.36,Disponible,P01186,
LT-RED-032,FACE PLATE  LV Doble,Cableado Estructurado y Redes,Placas y Faceplates,7,UN,2686.0,=E209*G209,3.96,Disponible,P05169,
LT-RED-033,TX CAJA INDUSTRIAL IP 67 DOBLE,Cableado Estructurado y Redes,Cajas de Paso y Conexión,0,UN,3901.0,=E210*G210,5.75,Sin Stock,P05171,
LT-RED-034,TX CAPUCHON INDUSTRIAL,Cableado Estructurado y Redes,Accesorios y Varios,0,UN,4749.0,=E211*G211,7.0,Sin Stock,P05172,
LT-RED-035,"TX CONECTOR RJ45 MPTL MACHO UTP
UNIFILAR/MULT S/HERRAM X 25 U",Cableado Estructurado y Redes,Módulos y Conectores,44,UN,0.0,=E212*G212,0.0,Disponible,,
LT-RED-036,TX PLUG RJ-45 CAT 6,Cableado Estructurado y Redes,Accesorios y Varios,43,UN,38550.0,=E213*G213,56.82,Disponible,P01130,
LT-RED-037,TX CAPUCHON GRIS X 50 UNID,Cableado Estructurado y Redes,Accesorios y Varios,0,UN,3279.0,=E214*G214,4.83,Sin Stock,P03025,
LT-RED-038,TX CORD CAT 6 UTP 2 MTS INDUSTRIAL,Cableado Estructurado y Redes,Patch Cords y Jumpers,0,UN,8660.0,=E215*G215,12.76,Sin Stock,P05168,
LT-RED-039,TX FACE PLATE DOBLE INDUSTRIAL,Cableado Estructurado y Redes,Placas y Faceplates,0,UN,2686.0,=E216*G216,3.96,Sin Stock,P05169,
LT-RED-040,TX FACE PLATE SIMPLE INDUSTRIAL,Cableado Estructurado y Redes,Placas y Faceplates,0,UN,2601.0,=E217*G217,3.84,Sin Stock,P05170,
LT-RED-041,TX MODULO RJ45 CAT 6 INDUSTRIAL,Cableado Estructurado y Redes,Módulos y Conectores,0,UN,10723.0,=E218*G218,15.81,Sin Stock,P05167,
LT-RED-042,TX ADAPTADOR KEYSTONE MOSAIC 1P BLANCO,Cableado Estructurado y Redes,Módulos y Conectores,0,UN,669.0,=E219*G219,0.98,Sin Stock,P01917,
LT-RED-043,CABLE UTP CAT 3,Cableado Estructurado y Redes,Cables de Red y Conductores,38,MTS,0.0,=E220*G220,0.0,Disponible,,
LT-RED-044,CABLE UTP CAT 5E TX GRIS,Cableado Estructurado y Redes,Cables de Red y Conductores,183,UN,1404.0,=E221*G221,2.07,Disponible,P01928,
LT-RED-045,CABLE UTP CAT 6 EXT UTP  TX,Cableado Estructurado y Redes,Cables de Red y Conductores,89,CAJAS,114528.0,=E222*G222,168.81,Disponible,P01697,
LT-RED-046,CABLE UTP CAT 6 EXT F/UTP TX,Cableado Estructurado y Redes,Cables de Red y Conductores,57,MTS,162303.0,=E223*G223,239.22,Disponible,P06385,
LT-RED-047,CABLE UTP CAT 6A INT U/FTP TX,Cableado Estructurado y Redes,Cables de Red y Conductores,610,MTS,0.0,=E224*G224,0.0,Disponible,,
LT-RED-048,CABLE UTP CAT 6 INT  LSZH TX,Cableado Estructurado y Redes,Cables de Red y Conductores,0,CAJAS,125092.0,=E225*G225,184.38,Sin Stock,P04935,
LT-RED-049,CABLE UTP CAT 6 INT  LSZH TX F/UTP,Cableado Estructurado y Redes,Cables de Red y Conductores,0,CAJAS,162303.0,=E226*G226,239.22,Sin Stock,P06385,
LT-RED-050,CABLE UTP CAT 6 INT  LSZH LV AZUL,Cableado Estructurado y Redes,Cables de Red y Conductores,85,CAJAS,131923.0,=E227*G227,194.44,Disponible,P06506,
LT-RED-051,CABLE UTP CAT 6 INT  LSZH LV GRIS,Cableado Estructurado y Redes,Cables de Red y Conductores,42,CAJAS,2280.0,=E228*G228,3.36,Disponible,P01610,
LT-RED-052,TERMINAL DE CAMPO,Cableado Estructurado y Redes,Terminales y Boquillas,6,UN,0.0,=E229*G229,0.0,Disponible,,
LT-RED-053,TX MODULO RJ45 CAT 6 INDUSTRIAL,Cableado Estructurado y Redes,Módulos y Conectores,0,UN,10723.0,=E230*G230,15.81,Sin Stock,P05167,
LT-RED-054,ADAPTADOR KEYSTONE MODELO 1,Cableado Estructurado y Redes,Módulos y Conectores,3,UN,0.0,=E231*G231,0.0,Disponible,,
LT-RED-055,ADAPTADOR KEYSTONE MODELO 2,Cableado Estructurado y Redes,Módulos y Conectores,8,UN,0.0,=E232*G232,0.0,Disponible,,
LT-RED-056,ADAPTADOR KEYSTONE MODELO 3,Cableado Estructurado y Redes,Módulos y Conectores,10,UN,0.0,=E233*G233,0.0,Disponible,,
LT-RED-057,LG FALSO POLO MOSAIC 1 MODULO 77070,Cableado Estructurado y Redes,Módulos y Conectores,0,UN,2957.0,=E234*G234,4107.0,Sin Stock,P03745,
LT-RED-058,FACEPLATA AUDIO,Cableado Estructurado y Redes,Accesorios y Varios,0,UN,0.0,=E235*G235,0.0,Sin Stock,,
LT-RED-059,FACE PLATE HDMI,Cableado Estructurado y Redes,Placas y Faceplates,0,UN,2686.0,=E236*G236,3.96,Sin Stock,P05169,
LT-ELE-001,CABLE LSZH 2.5 MM  B X 100,Componentes y Protecciones Eléctricas,Cables de Red y Conductores,0,UN,196.0,=E237*G237,272.0,Sin Stock,P02683,
LT-ELE-002,CABLE LSZH 2.5 MM R  X 100,Componentes y Protecciones Eléctricas,Cables de Red y Conductores,0,UN,196.0,=E238*G238,272.0,Sin Stock,P02683,
LT-ELE-003,CABLE LSZH 2.5 MM V X 100,Componentes y Protecciones Eléctricas,Cables de Red y Conductores,0,UN,196.0,=E239*G239,272.0,Sin Stock,P02683,
LT-ELE-004,"CORDON ELECTRICO 2,5MM X 3 F,N,T",Componentes y Protecciones Eléctricas,Patch Cords y Jumpers,0,MTS,0.0,=E240*G240,0.0,Sin Stock,,
LT-ELE-005,CORDON LIBRE HALOGENO RZ1-K 3X2.5MM NEGRO,Componentes y Protecciones Eléctricas,Patch Cords y Jumpers,0,MTS,1835.0,=E241*G241,2549.0,Sin Stock,P09133,
LT-ELE-006,RIEL DIN 1,Componentes y Protecciones Eléctricas,Accesorios y Varios,0,UN,1979.0,=E242*G242,2.91,Sin Stock,P05616,
LT-ELE-007,MODULOS MAGIC 5100,Componentes y Protecciones Eléctricas,Módulos y Conectores,0,UN,0.0,=E243*G243,0.0,Sin Stock,,
LT-ELE-008,MODULOS NORMAL 5113,Componentes y Protecciones Eléctricas,Módulos y Conectores,0,UN,0.0,=E244*G244,0.0,Sin Stock,,
LT-ELE-009,BT ENCHEFE TRIPLE MODUS PLUS BLANCO,Componentes y Protecciones Eléctricas,Accesorios y Varios,1,UN,3333.0,=E245*G245,4629.0,Disponible,P07027,
LT-ELE-010,BT MODULO MATIX 10A SEGURIDAD HEMBRA BLANCO AM5100,Componentes y Protecciones Eléctricas,Módulos y Conectores,0,UN,13059.0,=E246*G246,18138.0,Sin Stock,P03718,
LT-ELE-011,ENCHUFE INDUSTRIAL HEMBRA 16 AMP,Componentes y Protecciones Eléctricas,Accesorios y Varios,4,UN,0.0,=E247*G247,0.0,Disponible,,
LT-ELE-012,ENCHUFE INDUSTRIAL MACHO 16 AMP,Componentes y Protecciones Eléctricas,Accesorios y Varios,4,UN,0.0,=E248*G248,0.0,Disponible,,
LT-ELE-013,TABLERO ELECTRICO ELECTRICO SOBRE PUESTO 6 P,Componentes y Protecciones Eléctricas,Tableros y Protecciones Eléctricas,0,UN,0.0,=E249*G249,0.0,Sin Stock,,
LT-ELE-014,TABLERO ELECTRICO ELECTRICO SOBRE PUESTO 36 P,Componentes y Protecciones Eléctricas,Tableros y Protecciones Eléctricas,1,UN,0.0,=E250*G250,0.0,Disponible,,
LT-ELE-015,LX TABLERO METAL 1 PUERTA 300X200X150 IP65,Componentes y Protecciones Eléctricas,Tableros y Protecciones Eléctricas,0,UN,15813.0,=E251*G251,21963.0,Sin Stock,P05628,
LT-ELE-016,LX TABLERO METAL 1 PUERTA 300X300X200 IP65,Componentes y Protecciones Eléctricas,Tableros y Protecciones Eléctricas,0,UN,21895.0,=E252*G252,30410.0,Sin Stock,P05629,
LT-ELE-017,LX TABLERO METAL 1 PUERTA 400X300X200 IP65,Componentes y Protecciones Eléctricas,Tableros y Protecciones Eléctricas,0,UN,25545.0,=E253*G253,35479.0,Sin Stock,P05630,
LT-ELE-018,LX TABLERO METAL 1 PUERTA 500X400X200 IP65,Componentes y Protecciones Eléctricas,Tableros y Protecciones Eléctricas,0,UN,37709.0,=E254*G254,52373.0,Sin Stock,P05631,
LT-ELE-019,LX TABLERO METAL 1 PUERTA 600X400X200 IP65,Componentes y Protecciones Eléctricas,Tableros y Protecciones Eléctricas,0,UN,48656.0,=E255*G255,67578.0,Sin Stock,P05632,
LT-ELE-020,LX TABLERO METAL 1 PUERTA 800X600X200 IP65,Componentes y Protecciones Eléctricas,Tableros y Protecciones Eléctricas,0,UN,82107.0,=E256*G256,114037.0,Sin Stock,P05633,
LT-ELE-021,BK TABLERO POLIESTER 1 PUERTA 400X300X200MM C/PLACA MONTAJE,Componentes y Protecciones Eléctricas,Placas y Faceplates,0,UN,59597.0,=E257*G257,82774.0,Sin Stock,P09947,
LT-ELE-022,BK TABLERO POLIESTER 1 PUERTA 500X400X200MM C/PLACA MONTAJE,Componentes y Protecciones Eléctricas,Placas y Faceplates,0,UN,89361.0,=E258*G258,124113.0,Sin Stock,P09948,
LT-ELE-023,BK TABLERO POLIESTER 1 PUERTA 600X400X230MM C/PLACA MONTAJE,Componentes y Protecciones Eléctricas,Placas y Faceplates,0,UN,85300.0,=E259*G259,118472.0,Sin Stock,P09949,
LT-ELE-024,BK TABLERO POLIESTER 1 PUERTA 600X500X230MM C/PLACA MONTAJE,Componentes y Protecciones Eléctricas,Placas y Faceplates,0,UN,123334.0,=E260*G260,171297.0,Sin Stock,P09950,
LT-ELE-025,BK TABLERO POLIESTER 1 PUERTA 800X600X300MM C/PLACA MONTAJE,Componentes y Protecciones Eléctricas,Placas y Faceplates,0,UN,208916.0,=E261*G261,290161.0,Sin Stock,P09951,
LT-ELE-026,BT RIELES PLASTICOS 3P MAGIC 503R,Componentes y Protecciones Eléctricas,Accesorios y Varios,0,UN,1682.0,=E262*G262,2336.0,Sin Stock,P00553,
LT-ELE-027,BT PLACA ANODIZADA 1P MAGIC 503/1,Componentes y Protecciones Eléctricas,Placas y Faceplates,0,UN,4231.0,=E263*G263,5876.0,Sin Stock,P00541,
LT-ELE-028,BT PLACA ANODIZADA 2P MAGIC 503/2,Componentes y Protecciones Eléctricas,Placas y Faceplates,0,UN,4231.0,=E264*G264,5876.0,Sin Stock,P00542,
LT-ELE-029,LG AUTOMATICO 1X16A 6KA CURVA C RX3 419840,Componentes y Protecciones Eléctricas,Curvas y Codos,0,UN,3039.0,=E265*G265,4221.0,Sin Stock,P09379,
LT-ELE-030,LG AUTOMATICO 1X6A 6KA CURVA C RX3 419837,Componentes y Protecciones Eléctricas,Curvas y Codos,0,UN,3039.0,=E266*G266,4221.0,Sin Stock,P09377,
LT-ELE-031,LG AUTOMATICO 1X10A 6KA CURVA C RX3 419838,Componentes y Protecciones Eléctricas,Curvas y Codos,0,UN,3039.0,=E267*G267,4221.0,Sin Stock,P09378,
LT-ELE-032,LG AUTOMATICO 1X20A 6KA CURVA C RX3 419841,Componentes y Protecciones Eléctricas,Curvas y Codos,0,UN,3039.0,=E268*G268,4221.0,Sin Stock,P09380,
LT-ELE-033,LG AUTOMATICO 1X25A 6KA CURVA C RX3 419842,Componentes y Protecciones Eléctricas,Curvas y Codos,0,UN,3039.0,=E269*G269,4221.0,Sin Stock,P09381,
LT-ELE-034,LG INTERRUPTOR DIFERENCIAL 2X25A 30MA HPI 411590,Componentes y Protecciones Eléctricas,Tableros y Protecciones Eléctricas,0,UN,102940.0,=E270*G270,142972.0,Sin Stock,P03698,
LT-ELE-035,automatico inteligente,Componentes y Protecciones Eléctricas,Tableros y Protecciones Eléctricas,0,UN,0.0,=E271*G271,0.0,Sin Stock,,
LT-ELE-036,LG INTERRUPTOR DIFERENCIAL 2X40A 30MA HPI 411590,Componentes y Protecciones Eléctricas,Tableros y Protecciones Eléctricas,2,UN,102940.0,=E272*G272,142972.0,Disponible,P03698,
LT-ELE-037,LG INTERRUPTOR DIFERENCIAL 2X25A 30MA RX3 402024,Componentes y Protecciones Eléctricas,Tableros y Protecciones Eléctricas,0,UN,16210.0,=E273*G273,22514.0,Sin Stock,P09415,
LT-ELE-038,TK CONECTOR RAPIDO AMARILLO 12-10AWG X100,Componentes y Protecciones Eléctricas,Accesorios y Varios,0,UN,4740.0,=E274*G274,6.98,Sin Stock,P06234,
LT-ELE-039,TK TERMINAL FERRUL 2.5MM X 100 UD,Componentes y Protecciones Eléctricas,Terminales y Boquillas,0,UN,609.0,=E275*G275,846.0,Sin Stock,P05674,
LT-ELE-040,TX UPS INTERACTIVA RACK APEX 1KVA,Componentes y Protecciones Eléctricas,Gabinete y Racks,0,UN,145398.0,=E276*G276,214.31,Sin Stock,P07155,
LT-ELE-041,TX UPS INTERACTIVA RACK APEX 2KVA,Componentes y Protecciones Eléctricas,Gabinete y Racks,0,UN,184259.0,=E277*G277,271.59,Sin Stock,P07156,
LT-ELE-042,TX UPS INTERACTIVA RACK APEX 600VA,Componentes y Protecciones Eléctricas,Gabinete y Racks,1,UN,85251.0,=E278*G278,125.65,Disponible,P07154,
LT-ELE-043,TX UPS INTERACTIVA TORRE 1KVA VEST-1K,Componentes y Protecciones Eléctricas,Respaldos de Energía (UPS),0,UN,79107.0,=E279*G279,116.6,Sin Stock,P04186,
LT-ELE-044,TX UPS INTERACTIVA TORRE 2KVA VEST-2K,Componentes y Protecciones Eléctricas,Respaldos de Energía (UPS),0,UN,120606.0,=E280*G280,177.77,Sin Stock,P04188,
LT-ELE-045,TX UPS INTERACTIVA TORRE MONO 1.5KVA VEST-1.5K,Componentes y Protecciones Eléctricas,Respaldos de Energía (UPS),0,UN,103211.0,=E281*G281,152.12,Sin Stock,P04187,
LT-ELE-046,TX UPS INTERACTIVA TORRE MONO 600VA APEX-600VA,Componentes y Protecciones Eléctricas,Respaldos de Energía (UPS),0,UN,48406.0,=E282*G282,71.35,Sin Stock,P04185,
LT-ELE-047,TX UPS ONLINE RACK(450)/TORRE 1KVA WINPRO-1K,Componentes y Protecciones Eléctricas,Gabinete y Racks,0,UN,215403.0,=E283*G283,317.49,Sin Stock,P04796,
LT-ELE-048,TX UPS ONLINE RACK(600)/TORRE 2KVA WINPRO-2K,Componentes y Protecciones Eléctricas,Gabinete y Racks,1,UN,359086.0,=E284*G284,529.27,Disponible,P04797,
LT-ELE-049,TX UPS ONLINE RACK(800)/TORRE 3KVA WINPRO-3K,Componentes y Protecciones Eléctricas,Gabinete y Racks,0,UN,470618.0,=E285*G285,693.65,Sin Stock,P04798,
LT-ELE-050,TX UPS ONLINE RACK/TORRE 10KVA WINPRO-10K,Componentes y Protecciones Eléctricas,Gabinete y Racks,0,UN,1468835.0,=E286*G286,0.0,Sin Stock,P07081,
LT-ELE-051,TX UPS ONLINE RACK/TORRE 6KVA WINPRO-6K,Componentes y Protecciones Eléctricas,Gabinete y Racks,0,UN,1202717.0,=E287*G287,0.0,Sin Stock,P07080,
LT-ELE-052,TX UPS ONLINE TORRE 10KVA WINPRO-10K,Componentes y Protecciones Eléctricas,Respaldos de Energía (UPS),0,UN,1229168.0,=E288*G288,0.0,Sin Stock,P05056,
LT-ELE-053,TX UPS ONLINE TORRE 6KVA WINPRO-6K,Componentes y Protecciones Eléctricas,Respaldos de Energía (UPS),0,UN,896043.0,=E289*G289,0.0,Sin Stock,P05055,
LT-ELE-054,TX TARJETA SNMP UPS ONLINE WINPRO,Componentes y Protecciones Eléctricas,Respaldos de Energía (UPS),0,UN,97067.0,=E290*G290,143.07,Sin Stock,P04189,
LT-ELE-055,"TX KIT RIELES 19"" UPS WINPRO",Componentes y Protecciones Eléctricas,Respaldos de Energía (UPS),4,UN,37306.0,=E291*G291,54.99,Disponible,P04196,
LT-ELE-056,CABLE SALIDA UPS C-13-C14,Componentes y Protecciones Eléctricas,Cables de Red y Conductores,1,UN,0.0,=E292*G292,0.0,Disponible,,
