SKU,Nombre Producto,Categoria,Subcategoria,Cantidad Bodega,Unidad,Costo Unitario CLP,Costo Total Bodega CLP,Precio Lista CLP,Estado,Codigo Proveedor,Observaciones
LT-F.O-022,JUMPER  DUPLEX  SM LC-LC 2 MTS CRUZADA,Fibra Óptica y Conectividad,Patch Cords y Jumpers,0,UN,3458,0,5.1,Sin Stock,P02696,
LT-F.O-023,JUMPER  DUPLEX  SM LC-SC 3 MTS,Fibra Óptica y Conectividad,Patch Cords y Jumpers,0,UN,3684,0,5.43,Sin Stock,P01418,
LT-F.O-024,JUMPER  DUPLEX  SM LC-FC 2 MTS,Fibra Óptica y Conectividad,Patch Cords y Jumpers,1,UN,3458,3458,5.1,Disponible,P02696,
LT-F.O-025,JUMPER  DUPLEX  SM SC-SC 2 MTS,Fibra Óptica y Conectividad,Patch Cords y Jumpers,1,UN,0,0,0,Disponible,,
LT-F.O-026,JUMPER  DUPLEX  OM3 LC-SC 5 MTS,Fibra Óptica y Conectividad,Patch Cords y Jumpers,0,UN,0,0,0,Sin Stock,,
LT-F.O-027,CASSET PORTA EMPALME 12 F,Fibra Óptica y Conectividad,Accesorios y Varios,7,UN,0,0,0,Disponible,,
LT-F.O-028,CASSET PORTA EMPALME 24 F,Fibra Óptica y Conectividad,Accesorios y Varios,2,UN,0,0,0,Disponible,,
LT-F.O-029,TAPAS CIEGAS CABECERAS,Fibra Óptica y Conectividad,Fibra Óptica,5],UN,0,#¡VALOR!,0,Disponible,,
LT-F.O-030,MANGUITO TERMO FUSION 40MM 50 UNI,Fibra Óptica y Conectividad,Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-F.O-031,MANGUITO TERMO FUSION 60MM 50 UNI,Fibra Óptica y Conectividad,Accesorios y Varios,1,UN,0,0,0,Disponible,,
LT-F.O-032,MEDIA CONVER MAS MODULO SFP SM,Fibra Óptica y Conectividad,Módulos y Conectores,],UN,0,#¡VALOR!,0,Sin Stock,,
LT-F.O-033,MODULO SFP SM CUDY 20K 1.25G DUPLEX,Fibra Óptica y Conectividad,Módulos y Conectores,5,UN,0,0,0,Disponible,,
LT-F.O-034,MODULO SFP MM CUDY 550M 1.25G DUPLEX,Fibra Óptica y Conectividad,Módulos y Conectores,2,UN,0,0,0,Disponible,,
LT-F.O-035,MODULO SFP MM UBIQUITI  550M 1.G DUPLEX,Fibra Óptica y Conectividad,Módulos y Conectores,3,UN,0,0,0,Disponible,,
LT-F.O-036,CHASIS CONVERT 14 SLOT,Fibra Óptica y Conectividad,Accesorios y Varios,0,UN,193070,0,284.57,Sin Stock,P05397,
LT-F.O-037,TOALLITAS CAJAS,Fibra Óptica y Conectividad,Cajas de Paso y Conexión,3,UN,0,0,0,Disponible,,
LT-F.O-038,ALCOHOL,Fibra Óptica y Conectividad,Accesorios y Varios,1,UN,0,0,0,Disponible,,
LT-F.O-039,FUSION FO CABECERA,Fibra Óptica y Conectividad,Fibra Óptica,0,UN,0,0,0,Sin Stock,,
LT-F.O-040,FUSION FO MUFA,Fibra Óptica y Conectividad,Fibra Óptica,0,UN,0,0,0,Sin Stock,,
LT-F.O-041,CERTIFICACION,Fibra Óptica y Conectividad,Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-AIR-001,Aire Acondicionado 18.000 BUT,Climatización y Ventilación,Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-FER-001,CABLE,"Fijaciones, Soportería y Consumibles",Cables de Red y Conductores,0,ROLLO,0,0,0,Sin Stock,,
LT-FER-002,CABLE RG6 TX,"Fijaciones, Soportería y Consumibles",Cables de Red y Conductores,35,MTS,0,0,0,Disponible,,
LT-FER-003,BRAZO HIDRAULICO CHICO,"Fijaciones, Soportería y Consumibles",Accesorios y Varios,1,UN,0,0,0,Disponible,,
LT-FER-004,SPLITTER TV 2X1,"Fijaciones, Soportería y Consumibles",Accesorios y Varios,6,UN,0,0,0,Disponible,,
LT-FER-005,CONECTOR RAPIDO 4 PIN,"Fijaciones, Soportería y Consumibles",Accesorios y Varios,54,UN,0,0,0,Disponible,,
LT-FER-006,CONECTOR RAPIDO 2 PIN,"Fijaciones, Soportería y Consumibles",Accesorios y Varios,100,UN,0,0,0,Disponible,,
LT-FER-007,CADENA,"Fijaciones, Soportería y Consumibles",Accesorios y Varios,0,MTS,0,0,0,Sin Stock,,
LT-FER-008,tablero,"Fijaciones, Soportería y Consumibles",Tableros y Protecciones Eléctricas,0,UN,0,0,0,Sin Stock,,
LT-FER-009,MONTAJE DE POSTE + HOYURA,"Fijaciones, Soportería y Consumibles",Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-FER-010,RED ELECTRICA POSTE,"Fijaciones, Soportería y Consumibles",Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-FER-011,EMPLAME INTERIOR,"Fijaciones, Soportería y Consumibles",Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-FER-012,TRASLADO DE POSTE,"Fijaciones, Soportería y Consumibles",Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-FER-013,CAMNION,"Fijaciones, Soportería y Consumibles",Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-FER-014,TIJERA ELECTRICA 12 MTS,"Fijaciones, Soportería y Consumibles",Accesorios y Varios,0,MES,0,0,0,Sin Stock,,
LT-FER-015,TRASLADO TIJERA,"Fijaciones, Soportería y Consumibles",Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-FER-016,POSTE MAS TABLERO MAS RED ELECTRICA Y EMPALME,"Fijaciones, Soportería y Consumibles",Tableros y Protecciones Eléctricas,0,ROLLO,0,0,0,Sin Stock,,
LT-FER-017,MORDASA COLA DE CHACHO,"Fijaciones, Soportería y Consumibles",Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-FER-018,tensores,"Fijaciones, Soportería y Consumibles",Accesorios y Varios,4,UN,0,0,0,Disponible,,
LT-FER-019,GRAMPAS X 25,"Fijaciones, Soportería y Consumibles",Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-FER-020,CORCHETES,"Fijaciones, Soportería y Consumibles",Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-FER-021,KIT DE LIMPIEZA LIQUIDO + PAÑOS,"Fijaciones, Soportería y Consumibles",Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-FER-022,CORCHETERA,"Fijaciones, Soportería y Consumibles",Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-FER-023,anclaje mural,"Fijaciones, Soportería y Consumibles",Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-FER-024,ESPIRAL DE CABLES,"Fijaciones, Soportería y Consumibles",Cables de Red y Conductores,0,UN,0,0,0,Sin Stock,,
LT-FER-025,Plastico,"Fijaciones, Soportería y Consumibles",Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-FER-026,CINTA MASKEY,"Fijaciones, Soportería y Consumibles",Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-FER-027,PEGAMENTO PVC,"Fijaciones, Soportería y Consumibles",Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-FER-028,BANDEROLA FO,"Fijaciones, Soportería y Consumibles",Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-FER-029,Alambre Acerado – 1.5 mm,"Fijaciones, Soportería y Consumibles",Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-FER-030,VASELINA,"Fijaciones, Soportería y Consumibles",Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-FER-031,CASSET PARA ROTULAR,"Fijaciones, Soportería y Consumibles",Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-FER-032,"TX PACK TUERCA JAULA + PERNO M-6 X
20PCS","Fijaciones, Soportería y Consumibles","Pernos, Tornillos y Tarugos",0,UN,2723,0,4.02,Sin Stock,P03026,
LT-FER-033,TUERCAS,"Fijaciones, Soportería y Consumibles","Pernos, Tornillos y Tarugos",0,UN,0,0,0,Sin Stock,,
LT-FER-034,"TK AMARRA CABLE NEGRO 4.8X300MM
X 100 PCS","Fijaciones, Soportería y Consumibles",Cables de Red y Conductores,80,UN,1729,138320,2401,Disponible,P02690,
LT-FER-035,VELCRO 22 MTS,"Fijaciones, Soportería y Consumibles",Accesorios y Varios,0,UN,13285,0,18451,Sin Stock,P01046,
LT-FER-036,HINCHA AISLADORA,"Fijaciones, Soportería y Consumibles",Accesorios y Varios,1,UN,0,0,0,Disponible,,
LT-FER-037,TORNILLOS 6mm,"Fijaciones, Soportería y Consumibles","Pernos, Tornillos y Tarugos",0,UN,0,0,0,Sin Stock,,
LT-FER-038,TARUGOS 6mm X 100,"Fijaciones, Soportería y Consumibles","Pernos, Tornillos y Tarugos",0,UN,315,0,437,Sin Stock,P07060,
LT-FER-039,GOLILLA 5/16,"Fijaciones, Soportería y Consumibles","Pernos, Tornillos y Tarugos",250,UN,0,0,0,Disponible,,varias
LT-FER-040,TARUGOS PALOMA,"Fijaciones, Soportería y Consumibles","Pernos, Tornillos y Tarugos",107,UN,0,0,0,Disponible,,
LT-FER-041,TACO ANCLAJE 3/8 TARUGO BANDEJA,"Fijaciones, Soportería y Consumibles",Bandejas y Escalerillas,0,UN,0,0,0,Sin Stock,,
LT-FER-042,TORNILLOS AUTOPERFORANTE 1`` lentejas cortos,"Fijaciones, Soportería y Consumibles","Pernos, Tornillos y Tarugos",100,UN,0,0,0,Disponible,,
LT-FER-043,TORNILLOS AUTOPERFORANTE 1/2`` lentejas largos,"Fijaciones, Soportería y Consumibles","Pernos, Tornillos y Tarugos",300,UN,0,0,0,Disponible,,
LT-FER-044,TORNILLOS AUTOPERFORANTE 1``hexagonal,"Fijaciones, Soportería y Consumibles","Pernos, Tornillos y Tarugos",2000,UN,0,0,0,Disponible,,
LT-FER-045,BROCAS 10MM METAL (CAJAS),"Fijaciones, Soportería y Consumibles",Cajas de Paso y Conexión,0,UN,0,0,0,Sin Stock,,
LT-FER-046,BROCAS 6MM METAL (CAJAS),"Fijaciones, Soportería y Consumibles",Cajas de Paso y Conexión,0,UN,0,0,0,Sin Stock,,
LT-FER-047,BROCAS 6 MM CONCRETO (montaje ),"Fijaciones, Soportería y Consumibles",Herramientas,0,UN,0,0,0,Sin Stock,,
LT-FER-048,BROCA 8 MM CONCRETO HILLO CORRIDO,"Fijaciones, Soportería y Consumibles",Herramientas,0,UN,0,0,0,Sin Stock,,
LT-FER-049,PERNOS O TRONILLOS ESPECIALES,"Fijaciones, Soportería y Consumibles","Pernos, Tornillos y Tarugos",0,UN,0,0,0,Sin Stock,,
LT-FER-050,BROCA CONICA METAL,"Fijaciones, Soportería y Consumibles",Herramientas,0,UN,0,0,0,Sin Stock,,
LT-FER-051,PERNO ANCLAJES 8 MM (BANDEJA - RACK) 6 UN,"Fijaciones, Soportería y Consumibles",Bandejas y Escalerillas,0,UN,0,0,0,Sin Stock,,
LT-POS-001,Hilite de 12mts en 4mm espesor,Infraestructura Exterior y Postes,Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-POS-002,perfil metalico,Infraestructura Exterior y Postes,Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-POS-003,estructura para antenas,Infraestructura Exterior y Postes,Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-POS-004,Dado de hormigon con materiales e instalacion,Infraestructura Exterior y Postes,Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-POS-005,Canastillo 7/8,Infraestructura Exterior y Postes,Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-POS-006,Montaje de poste,Infraestructura Exterior y Postes,Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-POS-007,montaje de tablero,Infraestructura Exterior y Postes,Tableros y Protecciones Eléctricas,0,UN,0,0,0,Sin Stock,,
LT-POS-008,camion por montaje de poste + tablero + antenas,Infraestructura Exterior y Postes,Tableros y Protecciones Eléctricas,0,UN,0,0,0,Sin Stock,,
LT-POS-009,Traslado poste,Infraestructura Exterior y Postes,Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-POS-010,EMPALME ELECTRICOS,Infraestructura Exterior y Postes,Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-POS-011,cto para otros postes,Infraestructura Exterior y Postes,Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-POS-012,cto tableros,Infraestructura Exterior y Postes,Tableros y Protecciones Eléctricas,0,UN,0,0,0,Sin Stock,,
LT-HER-001,CINTA DE GOMA,"Herramientas, Equipamiento y EPP",Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-HER-002,DISCO CORTE,"Herramientas, Equipamiento y EPP",Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-HER-003,HOJAS SIERRA,"Herramientas, Equipamiento y EPP",Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-HER-004,LIMA,"Herramientas, Equipamiento y EPP",Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-HER-005,LIJA,"Herramientas, Equipamiento y EPP",Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-HER-006,SILICONA TRANSPARENTE VIDRIOS,"Herramientas, Equipamiento y EPP",Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-HER-007,LLAVE PARA TUERAS,"Herramientas, Equipamiento y EPP",Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-HER-008,ESPUMA EXPANDIBLE,"Herramientas, Equipamiento y EPP",Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-HER-009,PLUMON PERMANENTE,"Herramientas, Equipamiento y EPP",Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-HER-010,PUNTAS PHILLIS,"Herramientas, Equipamiento y EPP",Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-HER-011,PINTURA AMARILLAS Y NEGRA,"Herramientas, Equipamiento y EPP",Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-HER-012,ANDAMIOS,"Herramientas, Equipamiento y EPP",Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-HER-013,GUANTES,"Herramientas, Equipamiento y EPP",EPP y Seguridad,0,UN,0,0,0,Sin Stock,,
LT-HER-014,ANTIPARRAS,"Herramientas, Equipamiento y EPP",EPP y Seguridad,0,UN,0,0,0,Sin Stock,,
LT-HER-015,MASCARILLAS 20 UN,"Herramientas, Equipamiento y EPP",Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-HER-016,PROTECTOR AUDITIVOS 2OREJAS MAS GOMAS,"Herramientas, Equipamiento y EPP",EPP y Seguridad,0,UN,0,0,0,Sin Stock,,
LT-HER-017,"ESCALAS TIJERAS 2,40MTS","Herramientas, Equipamiento y EPP",Herramientas,0,UN,0,0,0,Sin Stock,,
LT-HER-018,TALADROS PERCUTOR,"Herramientas, Equipamiento y EPP",Herramientas,0,UN,0,0,0,Sin Stock,,
LT-HER-019,EXTENCION (CABLE-MODULOS-ENCHUFE),"Herramientas, Equipamiento y EPP",Cables de Red y Conductores,0,MTS,0,0,0,Sin Stock,,
LT-HER-020,LAUCHA PLASTICA 9 MTS,"Herramientas, Equipamiento y EPP",Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-HER-021,BROCA 25MM CONCRETO / PASADA MURO,"Herramientas, Equipamiento y EPP",Herramientas,0,UN,0,0,0,Sin Stock,,
LT-HER-022,ANDAMIOS,"Herramientas, Equipamiento y EPP",Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-HER-023,modulos varios,"Herramientas, Equipamiento y EPP",Módulos y Conectores,15,UN,0,0,0,Disponible,,
LT-HER-024,modulos cat6 genericos,"Herramientas, Equipamiento y EPP",Módulos y Conectores,8,UN,0,0,0,Disponible,,
LT-HER-025,PASTA SOLDAR,"Herramientas, Equipamiento y EPP",Accesorios y Varios,1,UN,0,0,0,Disponible,,
LT-HER-026,TIMER,"Herramientas, Equipamiento y EPP",Accesorios y Varios,1,UN,0,0,0,Disponible,,
LT-HER-027,SOPORTE CAMARA PTZ DAHUA DH-PF305W,"Herramientas, Equipamiento y EPP",Accesorios y Varios,4,UN,0,0,0,Disponible,,
LT-HER-028,cable HDMI  25 MTS,"Herramientas, Equipamiento y EPP",Cables de Red y Conductores,3,UN,0,0,0,Disponible,,
LT-HER-029,cable HDMI  1.8 MTS,"Herramientas, Equipamiento y EPP",Cables de Red y Conductores,1,UN,4099,4099,6.04,Disponible,P05374,
LT-HER-030,CABLE HDMI 5 MTS,"Herramientas, Equipamiento y EPP",Cables de Red y Conductores,2,UN,0,0,0,Disponible,,
LT-HER-031,MODULO HDMI - HDMI,"Herramientas, Equipamiento y EPP",Módulos y Conectores,1,UN,0,0,0,Disponible,,
LT-HER-032,Splitter POE Ubiquiti 48 v,"Herramientas, Equipamiento y EPP",Accesorios y Varios,17,UN,0,0,0,Disponible,,
LT-HER-033,chapa cajon cilindro 19mm largo cilindro 20mm,"Herramientas, Equipamiento y EPP",Accesorios y Varios,2,UN,0,0,0,Disponible,,
LT-HER-034,bizagras,"Herramientas, Equipamiento y EPP",Accesorios y Varios,6,UN,0,0,0,Disponible,,
LT-HER-035,Guarda Cabo,"Herramientas, Equipamiento y EPP",Accesorios y Varios,1,UN,0,0,0,Disponible,,
LT-HER-036,Cancamo cabo,"Herramientas, Equipamiento y EPP",Accesorios y Varios,1,UN,0,0,0,Disponible,,
LT-HER-037,CABLE ACERADO GRUESO,"Herramientas, Equipamiento y EPP",Cables de Red y Conductores,5,MTS,0,0,0,Disponible,,
LT-HER-038,Abarzaderas perros cabo,"Herramientas, Equipamiento y EPP",Accesorios y Varios,11,UN,0,0,0,Disponible,,
LT-HER-039,PORTA CANDADO 3 1/2,"Herramientas, Equipamiento y EPP",Accesorios y Varios,1,UN,0,0,0,Disponible,,
LT-HER-040,Tuerca Hexa 3/8,"Herramientas, Equipamiento y EPP","Pernos, Tornillos y Tarugos",8,UN,0,0,0,Disponible,,
LT-HER-041,Tuerca Hexa 1/4,"Herramientas, Equipamiento y EPP","Pernos, Tornillos y Tarugos",30,UN,145,4350,202,Disponible,P06600,
LT-HER-042,tira fondo,"Herramientas, Equipamiento y EPP",Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-HER-043,tarugo 8 mm,"Herramientas, Equipamiento y EPP","Pernos, Tornillos y Tarugos",80,UN,0,0,0,Disponible,,
LT-HER-044,ADAPTADOR VIDEO DISPLAY PORT MACHO A HDMI HEMBRA UI,"Herramientas, Equipamiento y EPP",Accesorios y Varios,1,UN,0,0,0,Disponible,,
LT-HER-045,CANCAMO LARGO TUERCA,"Herramientas, Equipamiento y EPP","Pernos, Tornillos y Tarugos",4,UN,0,0,0,Disponible,,
LT-HER-046,CHAPA PUERTA DORMITORIO NEGRA,"Herramientas, Equipamiento y EPP",Accesorios y Varios,1,UN,0,0,0,Disponible,,
LT-HER-047,PINTURA BLANCA DORMITORIO,"Herramientas, Equipamiento y EPP",Accesorios y Varios,1,UN,0,0,0,Disponible,,
LT-HER-048,PASTA MURO,"Herramientas, Equipamiento y EPP",Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-HER-049,SILICONA VEHICULO,"Herramientas, Equipamiento y EPP",Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-HER-050,ANTICORROSIVO CHICO TARRO NEGRO,"Herramientas, Equipamiento y EPP",Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-HER-051,BLOQUEADOR,"Herramientas, Equipamiento y EPP",Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-HER-052,ESMALTE AL AGUA CHICO,"Herramientas, Equipamiento y EPP",Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-HER-053,ACEITE CAJA CHICA,"Herramientas, Equipamiento y EPP",Cajas de Paso y Conexión,0,UN,0,0,0,Sin Stock,,
LT-HER-054,DILUYENTE,"Herramientas, Equipamiento y EPP",Accesorios y Varios,1,UN,0,0,0,Disponible,,
LT-HER-055,CINTA PARED GRUESA,"Herramientas, Equipamiento y EPP",Accesorios y Varios,1,UN,0,0,0,Disponible,,
LT-HER-056,ADHESIVO MONTAJE,"Herramientas, Equipamiento y EPP",Accesorios y Varios,1,UN,0,0,0,Disponible,,
LT-HER-057,NO MAS CLAVO,"Herramientas, Equipamiento y EPP",Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-HER-058,AIRE COMPREMIDO,"Herramientas, Equipamiento y EPP",Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-HER-059,BROCHA 2´´,"Herramientas, Equipamiento y EPP",Accesorios y Varios,1,UN,0,0,0,Disponible,,
LT-HER-060,MONTERO,"Herramientas, Equipamiento y EPP",Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-HER-061,FRAGUE ROJO,"Herramientas, Equipamiento y EPP",Accesorios y Varios,2,UN,0,0,0,Disponible,,
LT-HER-062,YESO,"Herramientas, Equipamiento y EPP",Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-HER-063,OVEROL LT M,"Herramientas, Equipamiento y EPP",EPP y Seguridad,1,UN,0,0,0,Disponible,,
LT-HER-064,OVEROL INFRA M,"Herramientas, Equipamiento y EPP",EPP y Seguridad,2,UN,0,0,0,Disponible,,
LT-HER-065,CHAQUETILLA LT XL,"Herramientas, Equipamiento y EPP",Accesorios y Varios,1,UN,0,0,0,Disponible,,
LT-HER-066,PANTALON JEANS TALLA 48,"Herramientas, Equipamiento y EPP",Accesorios y Varios,1,UN,0,0,0,Disponible,,
LT-HER-067,CASCO AZUL,"Herramientas, Equipamiento y EPP",EPP y Seguridad,1,UN,0,0,0,Disponible,,
LT-HER-068,CASO BLANCO,"Herramientas, Equipamiento y EPP",Accesorios y Varios,1,UN,0,0,0,Disponible,,
LT-HER-069,COLAS DE ARNES ESTROBO CABO DE VIDA NUEVAS,"Herramientas, Equipamiento y EPP",Accesorios y Varios,2,UN,0,0,0,Disponible,,
LT-HER-070,BROCA 20 MM LARGA,"Herramientas, Equipamiento y EPP",Herramientas,1,UN,0,0,0,Disponible,,
LT-HER-071,RIEL DIN,"Herramientas, Equipamiento y EPP",Accesorios y Varios,1.2,MTS,0,0,0,Disponible,,
LT-HER-072,LIJA,"Herramientas, Equipamiento y EPP",Accesorios y Varios,1,UN,0,0,0,Disponible,,
LT-HER-073,CHAQUETILLA M,"Herramientas, Equipamiento y EPP",Accesorios y Varios,1,UN,0,0,0,Disponible,,
LT-HER-074,CHAQUETILLA INFRA M,"Herramientas, Equipamiento y EPP",Accesorios y Varios,1,UN,0,0,0,Disponible,,
LT-HER-075,Dobladora EMT 20 MM Naranja,"Herramientas, Equipamiento y EPP",Tuberías y Conductos,1,UN,0,0,0,Disponible,,
LT-HER-076,Dobladora EMT 25 MM Naranja,"Herramientas, Equipamiento y EPP",Tuberías y Conductos,1,UN,0,0,0,Disponible,,
LT-HER-077,Dobladora EMT 32 MM Naranja,"Herramientas, Equipamiento y EPP",Tuberías y Conductos,1,UN,0,0,0,Disponible,,
LT-HER-078,pala,"Herramientas, Equipamiento y EPP",Accesorios y Varios,1,UN,0,0,0,Disponible,,
LT-HER-079,susho,"Herramientas, Equipamiento y EPP",Accesorios y Varios,1,UN,0,0,0,Disponible,,
LT-HER-080,dobladora de 32 gris sin mango,"Herramientas, Equipamiento y EPP",Accesorios y Varios,2,UN,0,0,0,Disponible,,
LT-HER-081,banco de trabajo,"Herramientas, Equipamiento y EPP",Accesorios y Varios,1,UN,0,0,0,Disponible,,
LT-HER-082,plana,"Herramientas, Equipamiento y EPP",Accesorios y Varios,1,UN,0,0,0,Disponible,,
LT-HER-083,laucha metalica larga,"Herramientas, Equipamiento y EPP",Accesorios y Varios,1,UN,0,0,0,Disponible,,
LT-HER-084,manga plastica trasnparente 4mt de ancho x 5 mt largo,"Herramientas, Equipamiento y EPP",Accesorios y Varios,1,UN,0,0,0,Disponible,,
LT-HER-085,cinta de peligro,"Herramientas, Equipamiento y EPP",Accesorios y Varios,1,UN,0,0,0,Disponible,,
LT-HER-086,conos grandes,"Herramientas, Equipamiento y EPP",Accesorios y Varios,4,UN,0,0,0,Disponible,,
LT-HER-087,conos chicos,"Herramientas, Equipamiento y EPP",Accesorios y Varios,1,UN,0,0,0,Disponible,,
LT-HER-088,tizador,"Herramientas, Equipamiento y EPP",Accesorios y Varios,1,UN,0,0,0,Disponible,,
LT-HER-089,herramienta compresion conector recto F Coaxial,"Herramientas, Equipamiento y EPP",Herramientas,1,UN,0,0,0,Disponible,,
LT-HER-090,ENRIQUE LINHG AUTOMATEC,"Herramientas, Equipamiento y EPP",Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-ELE-101,Cable C13 Americano,Componentes y Protecciones Eléctricas,Accesorios y Varios,7,UN,0,0,0,Disponible,,Agregado manualmente
LT-ELE-102,Cable C13 Schuko,Componentes y Protecciones Eléctricas,Accesorios y Varios,33,UN,0,0,0,Disponible,,Agregado manualmente
LT-ELE-103,Cable Trebol Schuko,Componentes y Protecciones Eléctricas,Accesorios y Varios,11,UN,0,0,0,Disponible,,Agregado manualmente
LT-RED-101,Cable RCA Estereo,Cableado Estructurado y Redes,Accesorios y Varios,2,UN,0,0,0,Disponible,,Agregado manualmente

