SKU,Nombre Producto,Categoria,Subcategoria,Cantidad Bodega,Unidad,Costo Unitario CLP,Costo Total Bodega CLP,Precio Lista CLP,Estado,Codigo Proveedor,Observaciones
LT-RAC-002,TX GABINETE 2100X800 42U ARMABLE P/VIDRIO + KIT INST,"Racks, Gabinetes y Accesorios",Gabinete y Racks,0,UN,404110,0,595.63,Sin Stock,P03352,
LT-RAC-003,TX GABINETE 2100X1000 42U ARMABLE P/MICRO + KIT INST,"Racks, Gabinetes y Accesorios",Gabinete y Racks,0,UN,535176,0,788.8,Sin Stock,P03354,
LT-RAC-004,TX GABINETE 2100X600 42U ARMABLE P/VIDRIO + KIT INST,"Racks, Gabinetes y Accesorios",Gabinete y Racks,0,UN,360424,0,531.24,Sin Stock,P03351,
LT-RAC-005,TX GABINETE 2200X1200 45U ARMABLE P/MICRO + KIT INST,"Racks, Gabinetes y Accesorios",Gabinete y Racks,0,UN,688084,0,0,Sin Stock,P06335,
LT-RAC-006,TX GABINETE 2200X800X1200 45U ARM P/MICRO 4 ORD VERT,"Racks, Gabinetes y Accesorios",Gabinete y Racks,0,UN,720848,0,0,Sin Stock,P08518,
LT-RAC-007,TX GABINETE 1500X800 32U ARMABLE P/VIDRIO + KIT INST,"Racks, Gabinetes y Accesorios",Gabinete y Racks,0,UN,273044,0,402.45,Sin Stock,P03255,
LT-RAC-008,RACK 18 U 600 FONDO,"Racks, Gabinetes y Accesorios",Gabinete y Racks,0,UN,0,0,0,Sin Stock,,
LT-RAC-009,RACK 15 U 600 FONDO,"Racks, Gabinetes y Accesorios",Gabinete y Racks,0,UN,0,0,0,Sin Stock,,
LT-RAC-010,RACK 12 U 600 FONDO,"Racks, Gabinetes y Accesorios",Gabinete y Racks,2,UN,0,0,0,Disponible,,
LT-RAC-011,RACK 09 U 600 FONDO,"Racks, Gabinetes y Accesorios",Gabinete y Racks,1,UN,0,0,0,Disponible,,
LT-RAC-012,TX GABINETE MURAL ARMABLE 6UX450,"Racks, Gabinetes y Accesorios",Gabinete y Racks,1,UN,60072,60072,88.54,Disponible,P07440,
LT-RAC-013,TX GABINETE EXTERIOR IP65 42UX600X800MM,"Racks, Gabinetes y Accesorios",Gabinete y Racks,0,UN,928364,0,0,Sin Stock,P06635,
LT-RAC-014,TX GABINETE MURAL EXTERIOR IP65 12UX600X600MM,"Racks, Gabinetes y Accesorios",Gabinete y Racks,0,UN,294896,0,434.65,Sin Stock,P06634,
LT-RAC-015,TX ORDENADOR VERTICAL 42U,"Racks, Gabinetes y Accesorios",Accesorios y Varios,0,UN,49151,0,72.44,Sin Stock,P03851,
LT-RAC-016,TX BANDEJA VENTILADA GABINETE MURAL 300MM,"Racks, Gabinetes y Accesorios",Bandejas y Escalerillas,17,UN,8189,139213,12.07,Disponible,P03902,
LT-RAC-017,TX BANDEJA 4 VERTICE,"Racks, Gabinetes y Accesorios",Bandejas y Escalerillas,6,UN,0,0,0,Disponible,,
LT-RAC-018,PERNOS DE ANCLAJE 5/16 18*3 3 3/16,"Racks, Gabinetes y Accesorios","Pernos, Tornillos y Tarugos",26,UN,0,0,0,Disponible,,
LT-RAC-019,RUEDAS,"Racks, Gabinetes y Accesorios",Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-RAC-020,TX KIT TURBINA + CABLE ENCHUFE ITALIANO GABINETE MURAL,"Racks, Gabinetes y Accesorios",Cables de Red y Conductores,2,UN,7642,15284,11.27,Disponible,P07233,
LT-RED-001,CABLE PIN 4X24 AMG BLANCO X 100,Cableado Estructurado y Redes,Cables de Red y Conductores,166,MTS,6389,1060574,9.41,Disponible,P02180,
LT-RED-002,ROSETAS TELEFONICAS,Cableado Estructurado y Redes,Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-RED-003,Caja de Distribucion de 30 pares,Cableado Estructurado y Redes,Cajas de Paso y Conexión,2,UN,0,0,0,Disponible,,
LT-RED-004,MODULO RJ12 CAT 3 BLANCO LV,Cableado Estructurado y Redes,Módulos y Conectores,6,UN,1941,11646,2.86,Disponible,P01185,
LT-RED-005,PUNTO CONSOLIDACION MAS TERMINALES,Cableado Estructurado y Redes,Terminales y Boquillas,1,UN,0,0,0,Disponible,,
LT-RED-006,MODULO CAT 5E NEGRO  LV,Cableado Estructurado y Redes,Módulos y Conectores,],UN,0,#¡VALOR!,0,Disponible,,
LT-RED-007,MODULO CAT 6 BLANCO TX,Cableado Estructurado y Redes,Módulos y Conectores,14,UN,1602,22428,2.36,Disponible,P01022,
LT-RED-008,MODULO CAT 6 BLANCO LV,Cableado Estructurado y Redes,Módulos y Conectores,122,UN,4391,535702,6.47,Disponible,P01216,
LT-RED-009,MODULOS CAT 6 NEGRO TX,Cableado Estructurado y Redes,Módulos y Conectores,15,UN,38550,578250,56.82,Disponible,P01130,
LT-RED-010,MODULOS CAT 6 NEGRO LV,Cableado Estructurado y Redes,Módulos y Conectores,21,UN,4391,92211,6.47,Disponible,P01925,
LT-RED-011,MODULOS CAT 6A F/UTP TX,Cableado Estructurado y Redes,Módulos y Conectores,1,UN,0,0,0,Disponible,,
LT-RED-012,"PATCH CORDS 0,5 MT TX",Cableado Estructurado y Redes,Patch Cords y Jumpers,26,UN,0,0,0,Disponible,,
LT-RED-013,LV CORD CAT 6 UTP 0.6 MTS BLANCO LSZH HIGH FLEX 6H460-02W,Cableado Estructurado y Redes,Patch Cords y Jumpers,0,UN,3901,0,5.75,Sin Stock,P04703,
LT-RED-014,PATCH CORDS 1 MT TX,Cableado Estructurado y Redes,Patch Cords y Jumpers,1,UN,0,0,0,Disponible,,
LT-RED-015,PATCH CORDS 0.3 MT LV,Cableado Estructurado y Redes,Patch Cords y Jumpers,4,UN,0,0,0,Disponible,,
LT-RED-016,PATCH CORDS 0.6 MT LV,Cableado Estructurado y Redes,Patch Cords y Jumpers,3,UN,0,0,0,Disponible,,
LT-RED-017,"PATCH CORDS 0,9 MT LV",Cableado Estructurado y Redes,Patch Cords y Jumpers,0,UN,0,0,0,Sin Stock,,
LT-RED-018,USER CORDS 2 MTS TX,Cableado Estructurado y Redes,Patch Cords y Jumpers,27,UN,8660,233820,12.76,Disponible,P05168,
LT-RED-019,"USER CORDS 2,1 MTS LV",Cableado Estructurado y Redes,Patch Cords y Jumpers,9,UN,0,0,0,Disponible,,
LT-RED-020,"USER CORDS 6,1 MTS LV",Cableado Estructurado y Redes,Patch Cords y Jumpers,0,UN,0,0,0,Sin Stock,,
LT-RED-021,LV CORD CAT 6A U/FTP 2.1 MTS BLANCO LSZH HIGH FLEX H6A10-07W,Cableado Estructurado y Redes,Patch Cords y Jumpers,0,UN,9442,0,13.92,Sin Stock,P07754,
LT-RED-022,PACTH PANEL CAT 6 HD  LEV,Cableado Estructurado y Redes,Accesorios y Varios,1,UN,38550,38550,56.82,Disponible,P01130,
LT-RED-023,PACTH PANEL CAT 5E HD  TX,Cableado Estructurado y Redes,Accesorios y Varios,2,UN,0,0,0,Disponible,,
LT-RED-024,PACTH PANEL CAT 5E HD  DINTEK,Cableado Estructurado y Redes,Accesorios y Varios,1,UN,0,0,0,Disponible,,
LT-RED-025,PATCH PANEL PLACA VACIA 1U TX,Cableado Estructurado y Redes,Patch Cords y Jumpers,0,UN,17631,0,25.99,Sin Stock,P04498,
LT-RED-026,PATCH PANEL PLACA VACIA 1U LV,Cableado Estructurado y Redes,Patch Cords y Jumpers,3,UN,17631,52893,25.99,Disponible,P04498,
LT-RED-027,FALSOS POLO NEGRO X 10 UN,Cableado Estructurado y Redes,Accesorios y Varios,70,UN,1838,128660,2.71,Disponible,P04564,
LT-RED-028,TX ORDENADOR 19X1U HORIZONTAL TAPA,Cableado Estructurado y Redes,Accesorios y Varios,0,UN,4636,0,6.84,Sin Stock,P01301,
LT-RED-029,TX ORDENADOR 19X2U HORIZONTAL TAPA,Cableado Estructurado y Redes,Accesorios y Varios,0,UN,7642,0,11.27,Sin Stock,P01335,
LT-RED-030,FACE PLATE  TX 3P,Cableado Estructurado y Redes,Placas y Faceplates,34,UN,2686,91324,3.96,Disponible,P05169,
LT-RED-031,FACE PLATE  LV Simple,Cableado Estructurado y Redes,Placas y Faceplates,6,UN,1602,9612,2.36,Disponible,P01186,
LT-RED-032,FACE PLATE  LV Doble,Cableado Estructurado y Redes,Placas y Faceplates,7,UN,2686,18802,3.96,Disponible,P05169,
LT-RED-033,TX CAJA INDUSTRIAL IP 67 DOBLE,Cableado Estructurado y Redes,Cajas de Paso y Conexión,0,UN,3901,0,5.75,Sin Stock,P05171,
LT-RED-034,TX CAPUCHON INDUSTRIAL,Cableado Estructurado y Redes,Accesorios y Varios,0,UN,4749,0,7,Sin Stock,P05172,
LT-RED-035,"TX CONECTOR RJ45 MPTL MACHO UTP
UNIFILAR/MULT S/HERRAM X 25 U",Cableado Estructurado y Redes,Módulos y Conectores,44,UN,0,0,0,Disponible,,
LT-RED-036,TX PLUG RJ-45 CAT 6,Cableado Estructurado y Redes,Accesorios y Varios,43,UN,38550,1657650,56.82,Disponible,P01130,
LT-RED-037,TX CAPUCHON GRIS X 50 UNID,Cableado Estructurado y Redes,Accesorios y Varios,0,UN,3279,0,4.83,Sin Stock,P03025,
LT-RED-038,TX CORD CAT 6 UTP 2 MTS INDUSTRIAL,Cableado Estructurado y Redes,Patch Cords y Jumpers,0,UN,8660,0,12.76,Sin Stock,P05168,
LT-RED-039,TX FACE PLATE DOBLE INDUSTRIAL,Cableado Estructurado y Redes,Placas y Faceplates,0,UN,2686,0,3.96,Sin Stock,P05169,
LT-RED-040,TX FACE PLATE SIMPLE INDUSTRIAL,Cableado Estructurado y Redes,Placas y Faceplates,0,UN,2601,0,3.84,Sin Stock,P05170,
LT-RED-041,TX MODULO RJ45 CAT 6 INDUSTRIAL,Cableado Estructurado y Redes,Módulos y Conectores,0,UN,10723,0,15.81,Sin Stock,P05167,
LT-RED-042,TX ADAPTADOR KEYSTONE MOSAIC 1P BLANCO,Cableado Estructurado y Redes,Módulos y Conectores,0,UN,669,0,0.98,Sin Stock,P01917,
LT-RED-043,CABLE UTP CAT 3,Cableado Estructurado y Redes,Cables de Red y Conductores,38,MTS,0,0,0,Disponible,,
LT-RED-044,CABLE UTP CAT 5E TX GRIS,Cableado Estructurado y Redes,Cables de Red y Conductores,183,UN,1404,256932,2.07,Disponible,P01928,
LT-RED-045,CABLE UTP CAT 6 EXT UTP  TX,Cableado Estructurado y Redes,Cables de Red y Conductores,89,CAJAS,114528,10192992,168.81,Disponible,P01697,
LT-RED-046,CABLE UTP CAT 6 EXT F/UTP TX,Cableado Estructurado y Redes,Cables de Red y Conductores,57,MTS,162303,9251271,239.22,Disponible,P06385,
LT-RED-047,CABLE UTP CAT 6A INT U/FTP TX,Cableado Estructurado y Redes,Cables de Red y Conductores,610,MTS,0,0,0,Disponible,,
LT-RED-048,CABLE UTP CAT 6 INT  LSZH TX,Cableado Estructurado y Redes,Cables de Red y Conductores,0,CAJAS,125092,0,184.38,Sin Stock,P04935,
LT-RED-049,CABLE UTP CAT 6 INT  LSZH TX F/UTP,Cableado Estructurado y Redes,Cables de Red y Conductores,0,CAJAS,162303,0,239.22,Sin Stock,P06385,
LT-RED-050,CABLE UTP CAT 6 INT  LSZH LV AZUL,Cableado Estructurado y Redes,Cables de Red y Conductores,85,CAJAS,131923,11213455,194.44,Disponible,P06506,
LT-RED-051,CABLE UTP CAT 6 INT  LSZH LV GRIS,Cableado Estructurado y Redes,Cables de Red y Conductores,42,CAJAS,2280,95760,3.36,Disponible,P01610,
LT-RED-052,TERMINAL DE CAMPO,Cableado Estructurado y Redes,Terminales y Boquillas,6,UN,0,0,0,Disponible,,
LT-RED-053,TX MODULO RJ45 CAT 6 INDUSTRIAL,Cableado Estructurado y Redes,Módulos y Conectores,0,UN,10723,0,15.81,Sin Stock,P05167,
LT-RED-054,ADAPTADOR KEYSTONE MODELO 1,Cableado Estructurado y Redes,Módulos y Conectores,3,UN,0,0,0,Disponible,,
LT-RED-055,ADAPTADOR KEYSTONE MODELO 2,Cableado Estructurado y Redes,Módulos y Conectores,8,UN,0,0,0,Disponible,,
LT-RED-056,ADAPTADOR KEYSTONE MODELO 3,Cableado Estructurado y Redes,Módulos y Conectores,10,UN,0,0,0,Disponible,,
LT-RED-057,LG FALSO POLO MOSAIC 1 MODULO 77070,Cableado Estructurado y Redes,Módulos y Conectores,0,UN,2957,0,4107,Sin Stock,P03745,
LT-RED-058,FACEPLATA AUDIO,Cableado Estructurado y Redes,Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-RED-059,FACE PLATE HDMI,Cableado Estructurado y Redes,Placas y Faceplates,0,UN,2686,0,3.96,Sin Stock,P05169,
LT-ELE-001,CABLE LSZH 2.5 MM  B X 100,Componentes y Protecciones Eléctricas,Cables de Red y Conductores,0,UN,196,0,272,Sin Stock,P02683,
LT-ELE-002,CABLE LSZH 2.5 MM R  X 100,Componentes y Protecciones Eléctricas,Cables de Red y Conductores,0,UN,196,0,272,Sin Stock,P02683,
LT-ELE-003,CABLE LSZH 2.5 MM V X 100,Componentes y Protecciones Eléctricas,Cables de Red y Conductores,0,UN,196,0,272,Sin Stock,P02683,
LT-ELE-004,"CORDON ELECTRICO 2,5MM X 3 F,N,T",Componentes y Protecciones Eléctricas,Patch Cords y Jumpers,0,MTS,0,0,0,Sin Stock,,
LT-ELE-005,CORDON LIBRE HALOGENO RZ1-K 3X2.5MM NEGRO,Componentes y Protecciones Eléctricas,Patch Cords y Jumpers,0,MTS,1835,0,2549,Sin Stock,P09133,
LT-ELE-006,RIEL DIN 1,Componentes y Protecciones Eléctricas,Accesorios y Varios,0,UN,1979,0,2.91,Sin Stock,P05616,
LT-ELE-007,MODULOS MAGIC 5100,Componentes y Protecciones Eléctricas,Módulos y Conectores,0,UN,0,0,0,Sin Stock,,
LT-ELE-008,MODULOS NORMAL 5113,Componentes y Protecciones Eléctricas,Módulos y Conectores,0,UN,0,0,0,Sin Stock,,
LT-ELE-009,BT ENCHEFE TRIPLE MODUS PLUS BLANCO,Componentes y Protecciones Eléctricas,Accesorios y Varios,1,UN,3333,3333,4629,Disponible,P07027,
LT-ELE-010,BT MODULO MATIX 10A SEGURIDAD HEMBRA BLANCO AM5100,Componentes y Protecciones Eléctricas,Módulos y Conectores,0,UN,13059,0,18138,Sin Stock,P03718,
LT-ELE-011,ENCHUFE INDUSTRIAL HEMBRA 16 AMP,Componentes y Protecciones Eléctricas,Accesorios y Varios,4,UN,0,0,0,Disponible,,
LT-ELE-012,ENCHUFE INDUSTRIAL MACHO 16 AMP,Componentes y Protecciones Eléctricas,Accesorios y Varios,4,UN,0,0,0,Disponible,,
LT-ELE-013,TABLERO ELECTRICO ELECTRICO SOBRE PUESTO 6 P,Componentes y Protecciones Eléctricas,Tableros y Protecciones Eléctricas,0,UN,0,0,0,Sin Stock,,
LT-ELE-014,TABLERO ELECTRICO ELECTRICO SOBRE PUESTO 36 P,Componentes y Protecciones Eléctricas,Tableros y Protecciones Eléctricas,1,UN,0,0,0,Disponible,,
LT-ELE-015,LX TABLERO METAL 1 PUERTA 300X200X150 IP65,Componentes y Protecciones Eléctricas,Tableros y Protecciones Eléctricas,0,UN,15813,0,21963,Sin Stock,P05628,
LT-ELE-016,LX TABLERO METAL 1 PUERTA 300X300X200 IP65,Componentes y Protecciones Eléctricas,Tableros y Protecciones Eléctricas,0,UN,21895,0,30410,Sin Stock,P05629,
LT-ELE-017,LX TABLERO METAL 1 PUERTA 400X300X200 IP65,Componentes y Protecciones Eléctricas,Tableros y Protecciones Eléctricas,0,UN,25545,0,35479,Sin Stock,P05630,
LT-ELE-018,LX TABLERO METAL 1 PUERTA 500X400X200 IP65,Componentes y Protecciones Eléctricas,Tableros y Protecciones Eléctricas,0,UN,37709,0,52373,Sin Stock,P05631,
LT-ELE-019,LX TABLERO METAL 1 PUERTA 600X400X200 IP65,Componentes y Protecciones Eléctricas,Tableros y Protecciones Eléctricas,0,UN,48656,0,67578,Sin Stock,P05632,
LT-ELE-020,LX TABLERO METAL 1 PUERTA 800X600X200 IP65,Componentes y Protecciones Eléctricas,Tableros y Protecciones Eléctricas,0,UN,82107,0,114037,Sin Stock,P05633,
LT-ELE-021,BK TABLERO POLIESTER 1 PUERTA 400X300X200MM C/PLACA MONTAJE,Componentes y Protecciones Eléctricas,Placas y Faceplates,0,UN,59597,0,82774,Sin Stock,P09947,
LT-ELE-022,BK TABLERO POLIESTER 1 PUERTA 500X400X200MM C/PLACA MONTAJE,Componentes y Protecciones Eléctricas,Placas y Faceplates,0,UN,89361,0,124113,Sin Stock,P09948,
LT-ELE-023,BK TABLERO POLIESTER 1 PUERTA 600X400X230MM C/PLACA MONTAJE,Componentes y Protecciones Eléctricas,Placas y Faceplates,0,UN,85300,0,118472,Sin Stock,P09949,
LT-ELE-024,BK TABLERO POLIESTER 1 PUERTA 600X500X230MM C/PLACA MONTAJE,Componentes y Protecciones Eléctricas,Placas y Faceplates,0,UN,123334,0,171297,Sin Stock,P09950,
LT-ELE-025,BK TABLERO POLIESTER 1 PUERTA 800X600X300MM C/PLACA MONTAJE,Componentes y Protecciones Eléctricas,Placas y Faceplates,0,UN,208916,0,290161,Sin Stock,P09951,
LT-ELE-026,BT RIELES PLASTICOS 3P MAGIC 503R,Componentes y Protecciones Eléctricas,Accesorios y Varios,0,UN,1682,0,2336,Sin Stock,P00553,
LT-ELE-027,BT PLACA ANODIZADA 1P MAGIC 503/1,Componentes y Protecciones Eléctricas,Placas y Faceplates,0,UN,4231,0,5876,Sin Stock,P00541,
LT-ELE-028,BT PLACA ANODIZADA 2P MAGIC 503/2,Componentes y Protecciones Eléctricas,Placas y Faceplates,0,UN,4231,0,5876,Sin Stock,P00542,
LT-ELE-029,LG AUTOMATICO 1X16A 6KA CURVA C RX3 419840,Componentes y Protecciones Eléctricas,Curvas y Codos,0,UN,3039,0,4221,Sin Stock,P09379,
LT-ELE-030,LG AUTOMATICO 1X6A 6KA CURVA C RX3 419837,Componentes y Protecciones Eléctricas,Curvas y Codos,0,UN,3039,0,4221,Sin Stock,P09377,
LT-ELE-031,LG AUTOMATICO 1X10A 6KA CURVA C RX3 419838,Componentes y Protecciones Eléctricas,Curvas y Codos,0,UN,3039,0,4221,Sin Stock,P09378,
LT-ELE-032,LG AUTOMATICO 1X20A 6KA CURVA C RX3 419841,Componentes y Protecciones Eléctricas,Curvas y Codos,0,UN,3039,0,4221,Sin Stock,P09380,
LT-ELE-033,LG AUTOMATICO 1X25A 6KA CURVA C RX3 419842,Componentes y Protecciones Eléctricas,Curvas y Codos,0,UN,3039,0,4221,Sin Stock,P09381,
LT-ELE-034,LG INTERRUPTOR DIFERENCIAL 2X25A 30MA HPI 411590,Componentes y Protecciones Eléctricas,Tableros y Protecciones Eléctricas,0,UN,102940,0,142972,Sin Stock,P03698,
LT-ELE-035,automatico inteligente,Componentes y Protecciones Eléctricas,Tableros y Protecciones Eléctricas,0,UN,0,0,0,Sin Stock,,
LT-ELE-036,LG INTERRUPTOR DIFERENCIAL 2X40A 30MA HPI 411590,Componentes y Protecciones Eléctricas,Tableros y Protecciones Eléctricas,2,UN,102940,205880,142972,Disponible,P03698,
LT-ELE-037,LG INTERRUPTOR DIFERENCIAL 2X25A 30MA RX3 402024,Componentes y Protecciones Eléctricas,Tableros y Protecciones Eléctricas,0,UN,16210,0,22514,Sin Stock,P09415,
LT-ELE-038,TK CONECTOR RAPIDO AMARILLO 12-10AWG X100,Componentes y Protecciones Eléctricas,Accesorios y Varios,0,UN,4740,0,6.98,Sin Stock,P06234,
LT-ELE-039,TK TERMINAL FERRUL 2.5MM X 100 UD,Componentes y Protecciones Eléctricas,Terminales y Boquillas,0,UN,609,0,846,Sin Stock,P05674,
LT-ELE-040,TX UPS INTERACTIVA RACK APEX 1KVA,Componentes y Protecciones Eléctricas,Gabinete y Racks,0,UN,145398,0,214.31,Sin Stock,P07155,
LT-ELE-041,TX UPS INTERACTIVA RACK APEX 2KVA,Componentes y Protecciones Eléctricas,Gabinete y Racks,0,UN,184259,0,271.59,Sin Stock,P07156,
LT-ELE-042,TX UPS INTERACTIVA RACK APEX 600VA,Componentes y Protecciones Eléctricas,Gabinete y Racks,1,UN,85251,85251,125.65,Disponible,P07154,
LT-ELE-043,TX UPS INTERACTIVA TORRE 1KVA VEST-1K,Componentes y Protecciones Eléctricas,Respaldos de Energía (UPS),0,UN,79107,0,116.6,Sin Stock,P04186,
LT-ELE-044,TX UPS INTERACTIVA TORRE 2KVA VEST-2K,Componentes y Protecciones Eléctricas,Respaldos de Energía (UPS),0,UN,120606,0,177.77,Sin Stock,P04188,
LT-ELE-045,TX UPS INTERACTIVA TORRE MONO 1.5KVA VEST-1.5K,Componentes y Protecciones Eléctricas,Respaldos de Energía (UPS),0,UN,103211,0,152.12,Sin Stock,P04187,
LT-ELE-046,TX UPS INTERACTIVA TORRE MONO 600VA APEX-600VA,Componentes y Protecciones Eléctricas,Respaldos de Energía (UPS),0,UN,48406,0,71.35,Sin Stock,P04185,
LT-ELE-047,TX UPS ONLINE RACK(450)/TORRE 1KVA WINPRO-1K,Componentes y Protecciones Eléctricas,Gabinete y Racks,0,UN,215403,0,317.49,Sin Stock,P04796,
LT-ELE-048,TX UPS ONLINE RACK(600)/TORRE 2KVA WINPRO-2K,Componentes y Protecciones Eléctricas,Gabinete y Racks,1,UN,359086,359086,529.27,Disponible,P04797,
LT-ELE-049,TX UPS ONLINE RACK(800)/TORRE 3KVA WINPRO-3K,Componentes y Protecciones Eléctricas,Gabinete y Racks,0,UN,470618,0,693.65,Sin Stock,P04798,
LT-ELE-050,TX UPS ONLINE RACK/TORRE 10KVA WINPRO-10K,Componentes y Protecciones Eléctricas,Gabinete y Racks,0,UN,1468835,0,0,Sin Stock,P07081,
LT-ELE-051,TX UPS ONLINE RACK/TORRE 6KVA WINPRO-6K,Componentes y Protecciones Eléctricas,Gabinete y Racks,0,UN,1202717,0,0,Sin Stock,P07080,
LT-ELE-052,TX UPS ONLINE TORRE 10KVA WINPRO-10K,Componentes y Protecciones Eléctricas,Respaldos de Energía (UPS),0,UN,1229168,0,0,Sin Stock,P05056,
LT-ELE-053,TX UPS ONLINE TORRE 6KVA WINPRO-6K,Componentes y Protecciones Eléctricas,Respaldos de Energía (UPS),0,UN,896043,0,0,Sin Stock,P05055,
LT-ELE-054,TX TARJETA SNMP UPS ONLINE WINPRO,Componentes y Protecciones Eléctricas,Respaldos de Energía (UPS),0,UN,97067,0,143.07,Sin Stock,P04189,
LT-ELE-055,"TX KIT RIELES 19"" UPS WINPRO",Componentes y Protecciones Eléctricas,Respaldos de Energía (UPS),4,UN,37306,149224,54.99,Disponible,P04196,
LT-ELE-056,CABLE SALIDA UPS C-13-C14,Componentes y Protecciones Eléctricas,Cables de Red y Conductores,1,UN,0,0,0,Disponible,,
LT-ELE-057,CABLE SALIDA UPS C-19-C20,Componentes y Protecciones Eléctricas,Cables de Red y Conductores,0,UN,0,0,0,Sin Stock,,
LT-ELE-058,CABLE DE PODER C-13,Componentes y Protecciones Eléctricas,Cables de Red y Conductores,18,UN,0,0,0,Disponible,,
LT-ELE-059,MODULO C20,Componentes y Protecciones Eléctricas,Módulos y Conectores,0,UN,0,0,0,Sin Stock,,
LT-ELE-060,TERMINAL FERRUL 2.5MM X 100 GRIS,Componentes y Protecciones Eléctricas,Terminales y Boquillas,1,UN,609,609,846,Disponible,P05674,
LT-ELE-061,TERMINAL CONECTIOR RAPIDO 3M AMARRILLO,Componentes y Protecciones Eléctricas,Terminales y Boquillas,30,UN,0,0,0,Disponible,,
LT-ELE-062,TERMINAL CONICO AMARRILLO 12-10AWG,Componentes y Protecciones Eléctricas,Terminales y Boquillas,85,UN,0,0,0,Disponible,,
LT-ELE-063,MODULO C19,Componentes y Protecciones Eléctricas,Módulos y Conectores,0,UN,0,0,0,Sin Stock,,
LT-ELE-064,CALOTAS,Componentes y Protecciones Eléctricas,Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-ELE-065,CAJA CHUQUI METALICA,Componentes y Protecciones Eléctricas,Cajas de Paso y Conexión,0,UN,624,0,867,Sin Stock,P00048,
LT-ELE-066,PDU 12 MODULOS 5113,Componentes y Protecciones Eléctricas,Módulos y Conectores,2,UN,0,0,0,Disponible,,
LT-ELE-067,CERTIFICACION RED ELECTRICA,Componentes y Protecciones Eléctricas,Accesorios y Varios,0,UN,0,0,0,Sin Stock,,
LT-F.O-001,FIBRA OPTICA SM 6 F EXTERIOR  + INSTALACION + FERRETERIA,Fibra Óptica y Conectividad,Fibra Óptica,0,MTS,0,0,0,Sin Stock,,
LT-F.O-002,CABLE F.O EXT SM 6 F,Fibra Óptica y Conectividad,Cables de Red y Conductores,30,MTS,0,0,0,Disponible,,
LT-F.O-003,CABLE F.O EXT SM 24 F,Fibra Óptica y Conectividad,Cables de Red y Conductores,14,MTS,0,0,0,Disponible,,
LT-F.O-004,CABLE F.O INT AQUA 6 F,Fibra Óptica y Conectividad,Cables de Red y Conductores,24,MTS,0,0,0,Disponible,,
LT-F.O-005,CABLE F.O OM1 NARANJA,Fibra Óptica y Conectividad,Cables de Red y Conductores,50,MTS,0,0,0,Disponible,,
LT-F.O-006,FIBRA OPTICA OM3 INT 6 F,Fibra Óptica y Conectividad,Fibra Óptica,0,MTS,0,0,0,Sin Stock,,
LT-F.O-007,CABECERA 1 U 72F,Fibra Óptica y Conectividad,Fibra Óptica,7,UN,0,0,0,Disponible,,
LT-F.O-008,CABECERA 2 U 144 F,Fibra Óptica y Conectividad,Fibra Óptica,1,UN,0,0,0,Disponible,,
LT-F.O-009,CABECERA DESLIZABLE CON COPLAS SF+CASSET,Fibra Óptica y Conectividad,Coplas y Uniones,1,UN,0,0,0,Disponible,,
LT-F.O-010,CABECERA MURAL SC,Fibra Óptica y Conectividad,Fibra Óptica,1,UN,0,0,0,Disponible,,
LT-F.O-011,MUFA domo 48 f vertical,Fibra Óptica y Conectividad,Fibra Óptica,1,UN,0,0,0,Disponible,,
LT-F.O-012,MUFA domo 144 f vertical,Fibra Óptica y Conectividad,Fibra Óptica,1,UN,0,0,0,Disponible,,
LT-F.O-013,MINI PLACAS SM LC 12 GUIAS,Fibra Óptica y Conectividad,Placas y Faceplates,1,UN,0,0,0,Disponible,,
LT-F.O-014,MINI PLACAS OM3 LC 12 GUIAS,Fibra Óptica y Conectividad,Placas y Faceplates,4,UN,0,0,0,Disponible,,
LT-F.O-015,MINI PLACAS SM SC 12 GUIAS,Fibra Óptica y Conectividad,Placas y Faceplates,2,UN,0,0,0,Disponible,,
LT-F.O-016,UNIFI SFP+DIRECT ATTACH COPPER CABLE 10 GB 1 MT,Fibra Óptica y Conectividad,Cables de Red y Conductores,6,UN,0,0,0,Disponible,,
LT-F.O-017,UNIFI SFP+DIRECT ATTACH COPPER CABLE 10 GB 2 MT,Fibra Óptica y Conectividad,Cables de Red y Conductores,2,UN,0,0,0,Disponible,,
LT-F.O-018,JUMPER  DUPLEX  SM LC-LC 1 MTS PIGTAIL X 12,Fibra Óptica y Conectividad,Patch Cords y Jumpers,2,UN,0,0,0,Disponible,,
LT-F.O-019,JUMPER  DUPLEX  SM LC-LC 2 MTS PIGTAIL,Fibra Óptica y Conectividad,Patch Cords y Jumpers,0,UN,3458,0,5.1,Sin Stock,P02696,
LT-F.O-020,JUMPER  DUPLEX  OM3 LC-LC 2 MTS,Fibra Óptica y Conectividad,Patch Cords y Jumpers,7,UN,0,0,0,Disponible,,
LT-F.O-021,JUMPER  DUPLEX  OM3 LC-LC 1 MTS,Fibra Óptica y Conectividad,Patch Cords y Jumpers,5,UN,0,0,0,Disponible,,
